id,name,screen_name,location,description,followers_count,friends_count,listed_count,favourites_count,verified,statuses_count,protected,default_profile,default_profile_image,user_id,target,raw_label,followers_friends_ratio,favourites_statuses_ratio,statuses_followers_ratio,description_length,username_length,username_digit_count,username_digit_ratio,fullname_length,fullname_word_count,name_equals_username,followers_count_transformed,friends_count_transformed,favourites_count_transformed,clean_desc,clean_name,clean_screen_name,combined_text
931174645,درر الكلام,drr_alklaam,,درر الكلام حساب يحاول جمع أفضل الاقوال والحكم والاشعار,1014927,970634,832,557,0,94230,0,1,0,931174645,1,bot,1.0456330134396554,0.005921618151139222,0.09284500969526903,54,11,0,0.0,10,2,0,6.006435234060262,5.987055947429308,2.7466341989375787,,,drr alklaam,drr alklaam
588630461,Alain Frey,AlainFrey,"Zürich, Schweiz",,47451,103744,36,39783,0,1675,0,0,0,588630461,0,human,0.45739071762494576,23.73747016706444,0.03531990221697716,0,9,0,0.0,10,2,0,4.67625452172978,5.015967175025231,4.599708446224168,,alain frey,alainfrey,alain frey alainfrey
768727279673499648,HuaweiDevice,HuaweiDevice,,We Love Technology Innovations!,1083,17,3,4,0,83,0,0,0,768727279673499648,1,bot,60.22222222222222,0.05952380952380952,0.07749077490774908,31,12,0,0.0,12,1,1,3.0350292822023683,1.255272505103306,0.6989700043360189,we love technology innovations,huaweidevice,huaweidevice,we love technology innovations huaweidevice huaweidevice
346146611,الـجـنـرال مـايـكـل,9F7teee,الكويت,مو فاضي احط بايو,79237,531,55,2593,0,93947,0,1,0,346146611,0,human,148.9436090225564,0.02761101886149785,1.1856432519750624,16,7,2,0.2857142857142857,19,2,0,4.898933505231912,2.7259116322950483,3.4139699717480614,,,9f7teee,9f7teee
26327095,Chelsea Briggs,Chelsea_Briggs,"Los Angeles, CA",On-air host @Billboard & you can listen to me on @971AMPRadio every morning (Mon- Fri 6am-10am) + original founder of @Hollywire,98879,2752,566,47673,1,25991,0,0,0,26327095,0,human,35.91718125681075,1.8341797476146506,0.26286407766990294,128,14,0,0.0,14,2,0,4.995108457744741,3.4398062113933303,4.678281592142024,on air host billboard you can listen to me on 971ampradio every morning mon fri 6am 10am original founder of hollywire,chelsea briggs,chelsea briggs,on air host billboard you can listen to me on 971ampradio every morning mon fri 6am 10am original founder of hollywire chelsea briggs chelsea briggs
21247989,Chilombo,JheneAiko,Los Angeles,,1643422,1,3714,23585,1,435,0,0,0,21247989,0,human,821711.5,54.096330275229356,0.00026529992582554826,0,9,0,0.0,8,1,0,6.215749360709399,0.3010299956639812,4.372654294203733,,chilombo,jheneaiko,chilombo jheneaiko
547698997,James Forde,JamesForde96,"England, London.",22. I would rather be hated for who I am than loved for who I am not | 🤷🏼‍♂️ | ☘️ |,91228,1192,169,27743,1,59620,0,0,0,547698997,0,human,76.47024308466052,0.46533939383774175,0.6535312236240669,83,12,2,0.16666666666666666,11,2,0,4.960132914402738,3.076640443670342,4.443169075796116,22 i would rather be hated for who i am than loved for who i am not,james forde,jamesforde96,22 i would rather be hated for who i am than loved for who i am not james forde jamesforde96
709807650,ѕнαн∂,305_shahd,,‏أجد أن العفو والمغفرة قوة ، وأن الهزيمة هي القسوة ، أشعر أن اللين سر الثبات ، وأن الانتصار الكبير الذي يجب أن تظفر به من الحياة هو إنسانيتك لا عاداتك,712,1653,3,47,0,54480,0,1,0,709807650,1,bot,0.43107617896009676,0.0008810410968961656,76.4109396914446,150,9,3,0.3333333333333333,5,1,0,2.8530895298518657,3.218535505216528,1.6812412373755872,,,305 shahd,305 shahd
3241838887,アニメ・ゲーム総合｜なまけものぽーたる,games_nmp,,フォロワーを増やしたい人へ。@games_nmpをフォロー後、このアカウントの「フォローされている」方をフォローしてください。このアカウントをフォローされた方は、一週間以内にリフォローします。#sougofollow #followme #followback #followall #refollow #相互フォロー,790,1014,58,0,0,428725,0,1,0,3241838887,1,bot,0.7793103448275862,2.3324920811893844e-06,542.0050568900126,159,9,0,0.0,19,1,0,2.8981764834976764,3.0064660422492318,0.0,games nmp sougofollow followme followback followall refollow,,games nmp,games nmp sougofollow followme followback followall refollow  games nmp
20641995,Mario Lopez,MarioLopezExtra,"Los Angeles, California",Gia & Dominic’s dad...,1398859,360,4837,46351,1,25529,0,1,0,20641995,0,human,3874.9584487534626,1.8155895025460242,0.018250575468595858,22,15,0,0.0,11,2,0,6.145774251825706,2.5575072019056577,4.666068477859686,gia dominic s dad,mario lopez,mariolopezextra,gia dominic s dad mario lopez mariolopezextra
2370095387,Clara,Jetblackxmuke,,"⠀⠀⠀❝We are the kings and the queens, ⠀⠀⠀⠀⠀⠀⠀⠀of the new broken scene❞ ⠀ ⠀",73347,0,187,3610,0,1959,0,1,0,2370095387,0,human,73348.0,1.8423469387755103,0.026721928341604407,73,13,0,0.0,5,1,0,4.865388276314193,0.0,3.5576274884268266,we are the kings and the queens of the new broken scene,clara,jetblackxmuke,we are the kings and the queens of the new broken scene clara jetblackxmuke
389416968,ashish sarangi,ashishsarangi,"कलिंग, भारत","History/Culture/Traditions/Language/Heritage/SoloTraveller. @kalingadiaries 
Reach me at-: sarangiashish854@gmail.com
Blogger: https://t.co/QlByL5tk1F",2675,588,119,65422,0,37648,0,1,0,389416968,0,human,4.5432937181663835,1.737708836888098,14.069133034379671,150,13,0,0.0,14,2,0,3.4274861090957853,2.7701152947871015,4.81573045500714,history culture traditions language heritage solotraveller kalingadiaries reach me at sarangiashish854 gmail com blogger,ashish sarangi,ashishsarangi,history culture traditions language heritage solotraveller kalingadiaries reach me at sarangiashish854 gmail com blogger ashish sarangi ashishsarangi
135069164,ときるき,tokiruki_akiru,ハテノ村,関ちゃんなつきちPの主さま騎空士のダイアロス島民（E鯖弓師）✿雑多なアカウントなので時折ゲームで騒がしいです✿支部・Twitter企画用アカウント【@akiru_kkk】,1244,602,95,16239,0,238375,0,0,0,135069164,1,bot,2.0646766169154227,0.06812766385877773,191.46666666666667,85,14,0,0.0,4,1,0,3.095169351431755,2.780317312140151,4.210586024905156,p e twitter akiru kkk,,tokiruki akiru,p e twitter akiru kkk  tokiruki akiru
20429858,CDU Deutschlands,CDU,Berlin,Die #CDU ist die Volkspartei der Mitte. Seit 1945. - Redaktion: https://t.co/5uW0YgzHvo Impressum: https://t.co/AoefcbGyX1,273352,1252,1767,4642,1,16064,0,0,0,20429858,1,bot,218.15881883479648,0.2890133831310302,0.05877016165910014,122,3,0,0.0,16,2,0,5.436723844557542,3.09795107099415,3.666798683666174,die cdu ist die volkspartei der mitte seit 1945 redaktion impressum,cdu deutschlands,cdu,die cdu ist die volkspartei der mitte seit 1945 redaktion impressum cdu deutschlands cdu
807219840125726721,زعيم آسيا,mol_ksa,المملكة العربية السعودية,,482,191,0,15,0,377,0,1,0,807219840125726721,1,bot,2.515625,0.042328042328042326,0.782608695652174,0,7,0,0.0,9,2,0,2.683947130751512,2.2833012287035497,1.2041199826559248,,,mol ksa,mol ksa
217437781,Ciely Barateiro,CielyBarateiro,João Câmara -RN,"Quando eu me pergunto quem sou eu, sou o que pergunta ou o que não sabe a resposta!",1055,915,0,39,0,6426,0,0,0,217437781,0,human,1.1528384279475983,0.006223743581764431,6.086174242424242,83,14,0,0.0,15,2,0,3.0236639181977933,2.9618954736678504,1.6020599913279625,quando eu me pergunto quem sou eu sou o que pergunta ou o que n o sabe a resposta,ciely barateiro,cielybarateiro,quando eu me pergunto quem sou eu sou o que pergunta ou o que n o sabe a resposta ciely barateiro cielybarateiro
4185111,Bill Flitter,bflitter,San Francisco Bay Area,Discuss #cars #basketball | Dad | work @carjojocorp | @Packers fan/owner | High school #basketball #coach | Love great #coffee,925,543,306,19,0,8757,0,0,0,4185111,1,bot,1.7022058823529411,0.0022836263987211693,9.457883369330453,126,8,0,0.0,12,2,0,2.9666109866819346,2.73559889969818,1.3010299956639813,discuss cars basketball dad work carjojocorp packers fan owner high school basketball coach love great coffee,bill flitter,bflitter,discuss cars basketball dad work carjojocorp packers fan owner high school basketball coach love great coffee bill flitter bflitter
564109899,hope,hopecarlimarie,ksu ‘21,laughing till our ribs get tough,945,595,10,17762,0,21937,0,0,0,564109899,1,bot,1.587248322147651,0.8096909472148783,23.19027484143763,32,14,0,0.0,4,1,0,2.975891136401793,2.7752462597402365,4.249516315801663,laughing till our ribs get tough,hope,hopecarlimarie,laughing till our ribs get tough hope hopecarlimarie
6776102,Con-Café,concafe,"Caracas, Venezuela","Blog de tecnología móvil, telecomunicaciones y operadores desde Venezuela. Hugo Londoño @huguito",167265,2536,1261,1315,0,30516,0,0,0,6776102,1,bot,65.93062672447773,0.04312350493167742,0.18244592445565747,96,7,0,0.0,8,1,0,5.223407671308959,3.404320467221731,3.1192558892779365,blog de tecnolog a m vil telecomunicaciones y operadores desde venezuela hugo londo o huguito,con caf,concafe,blog de tecnolog a m vil telecomunicaciones y operadores desde venezuela hugo londo o huguito con caf concafe
254115362,Faryd Mondragon,FarydMondragon,"Cali, Colombia",,1050078,125,1194,3,1,3721,0,0,0,254115362,0,human,8333.960317460318,0.0010746910263299302,0.0035444952236926936,0,14,0,0.0,15,2,0,6.02122197333037,2.100370545117563,0.6020599913279624,,faryd mondragon,farydmondragon,faryd mondragon farydmondragon
49727721,Librerías Gandhi,LibreriasGandhi,México,"Horario de atención en nuestras redes sociales, lunes a viernes de 10 a 19 horas. Servicio y atención al cliente, 2625-0606 https://t.co/5OHToEhc55",1655388,32,3256,4743,0,19711,0,0,0,49727721,1,bot,50163.30303030303,0.24066558441558442,0.011907775151339051,147,15,0,0.0,16,2,0,6.218900065001301,1.5185139398778875,3.6761446803562063,horario de atenci n en nuestras redes sociales lunes a viernes de 10 a 19 horas servicio y atenci n al cliente 2625 0606,librer as gandhi,libreriasgandhi,horario de atenci n en nuestras redes sociales lunes a viernes de 10 a 19 horas servicio y atenci n al cliente 2625 0606 librer as gandhi libreriasgandhi
555203372,Magic Fan Zone,Magic_FZ,,Join us in the zone. Follow now if you're a REAL #Magic fan!,1507,2320,30,36,0,13953,0,0,0,555203372,1,bot,0.6497199482981474,0.0026515694424537766,9.253315649867375,60,8,0,0.0,14,3,0,3.178401341533755,3.3656751404559175,1.568201724066995,join us in the zone follow now if you re a real magic fan,magic fan zone,magic fz,join us in the zone follow now if you re a real magic fan magic fan zone magic fz
972532340,Amazing Facts 4 You,AFacts4You,,Official Twitter account of http://t.co/1r6HAybmgE,1062,1420,15,4853,0,19210,0,1,0,972532340,1,bot,0.7480647431386348,0.2526677424392275,18.072436500470367,50,10,1,0.1,19,4,0,3.0265332645232967,3.15259407792747,3.686099771995916,official twitter account of,amazing facts 4 you,afacts4you,official twitter account of amazing facts 4 you afacts4you
1424567636,R A F A,iRafaRodriguez,"San Fernando, Argentina",18 | Escéptico | Palo Diaz ❤ | Artes Marciales Mixtas INCA. ☠👊,82617,48477,340,85305,0,60068,0,0,0,1424567636,1,bot,1.704236973472503,1.420133513126571,0.7270691616838946,62,14,0,0.0,7,4,0,4.917074677453965,4.685544694349634,4.930979578356865,18 esc ptico palo diaz artes marciales mixtas inca,r a f a,irafarodriguez,18 esc ptico palo diaz artes marciales mixtas inca r a f a irafarodriguez
490444549,Hell On Heels,HellOnHeelsGirl,The Queen of Boston,"Yeah, but I do it backwards, & in high heels - Ginger Rogers. Boston sports. Esq. Hair flipping & prancing. Vodka soda. Facetiously swaggy. 📸hellonheelsgirl",91693,5335,277,183655,0,45651,0,0,0,490444549,1,bot,17.184032983508246,4.022956277928678,0.49787336139769234,156,15,0,0.0,13,3,0,4.962340918525596,3.7272158209084925,5.2640051212156225,yeah but i do it backwards in high heels ginger rogers boston sports esq hair flipping prancing vodka soda facetiously swaggy hellonheelsgirl,hell on heels,hellonheelsgirl,yeah but i do it backwards in high heels ginger rogers boston sports esq hair flipping prancing vodka soda facetiously swaggy hellonheelsgirl hell on heels hellonheelsgirl
601341785,Claro Te Ayuda,ClaroTeAyuda,Colombia,Bienvenidos al canal de ayuda y soporte de Claro Colombia. Trabajamos todos los días para llenar sus vidas de todo lo que quieren.😊♥️,126570,54593,220,3246,1,603040,0,0,0,601341785,1,bot,2.31840495292523,0.00538437684999859,4.76444841235354,133,12,0,0.0,14,3,0,5.102334211347228,4.737144915413969,3.5114822886260013,bienvenidos al canal de ayuda y soporte de claro colombia trabajamos todos los d as para llenar sus vidas de todo lo que quieren,claro te ayuda,claroteayuda,bienvenidos al canal de ayuda y soporte de claro colombia trabajamos todos los d as para llenar sus vidas de todo lo que quieren claro te ayuda claroteayuda
2752601,Jay Gatties,jaygatties,"Dowagiac, MI","Owner - J.T. Weedman Consulting. Husband, father, papa, #juggalo, cannabis advocate, sports nut, libertarian Democrat & @Pokegnek citizen. #coyw #vamosboca",46683,34514,144,3695,0,52455,0,0,0,2752601,1,bot,1.3525713457916848,0.07045905139545523,1.1236397909347957,155,10,0,0.0,11,2,0,4.669168060387528,4.538007877724325,3.567731962548069,owner j t weedman consulting husband father papa juggalo cannabis advocate sports nut libertarian democrat pokegnek citizen coyw vamosboca,jay gatties,jaygatties,owner j t weedman consulting husband father papa juggalo cannabis advocate sports nut libertarian democrat pokegnek citizen coyw vamosboca jay gatties jaygatties
819685194,Adam (Edge) Copeland,EdgeRatedR,The Mountains,I'm dad to Lyric & Ruby. I used to wear tights on your tv. Now I say words on your tv. I smile a lot. Instagram:edgeratedr FB:EdgeWWE,1152248,547,2939,3543,1,6154,0,0,0,819685194,0,human,2102.644160583942,0.5757920389926888,0.005341727352334434,133,10,0,0.0,20,3,0,6.061546339886451,2.738780558484369,3.5494937132150133,i m dad to lyric ruby i used to wear tights on your tv now i say words on your tv i smile a lot instagram edgeratedr fb edgewwe,adam edge copeland,edgeratedr,i m dad to lyric ruby i used to wear tights on your tv now i say words on your tv i smile a lot instagram edgeratedr fb edgewwe adam edge copeland edgeratedr
4113621027,Voice of LA,DailyQuestionB,,Welcome! This is a fully automated account dedicated to gathering the voices of Los Angeles City. No responsibility taken for accounts followed/tweets tweeted.,737,495,1050,43,0,143657,0,1,0,4113621027,1,bot,1.4879032258064515,0.0003062829776274207,194.65853658536585,159,14,0,0.0,11,3,0,2.8680563618230415,2.6954816764901977,1.6434526764861874,welcome this is a fully automated account dedicated to gathering the voices of los angeles city no responsibility taken for accounts followed tweets tweeted,voice of la,dailyquestionb,welcome this is a fully automated account dedicated to gathering the voices of los angeles city no responsibility taken for accounts followed tweets tweeted voice of la dailyquestionb
225206811,PINTA-T SPRAY PAINT,PINTATSPRAYP,SAN ANTONIO DE LOS ALTOS,"Spray Pinta T.
VIDEO de Venevisión
http://t.co/y2ZBiPc0kO
 http://t.co/daIhxKG2uJ
 http://t.co/GfLVY5eQJ6.
http://t.co/SHS7iaxaZ4",2228,1756,14,245,0,336513,0,0,0,225206811,1,bot,1.2686397268070575,0.0007310245636139953,150.97083894122926,134,12,0,0.0,19,3,0,3.3481100684802376,3.244771761495295,2.3909351071033793,spray pinta t video de venevisi n,pinta t spray paint,pintatsprayp,spray pinta t video de venevisi n pinta t spray paint pintatsprayp
240629853,Ashish J. Thakkar,AshishJThakkar,#Africa,"Refugee, School dropout, Entrepreneur, Astronaut, Philanthropist & now Author - I am still work in progress - Founder Mara",311059,948,357,5670,1,6116,0,0,0,240629853,0,human,327.77660695468916,0.9270884420467549,0.019665016395550697,122,14,0,0.0,17,3,0,5.492844167662323,2.977266212427293,3.753659647285999,refugee school dropout entrepreneur astronaut philanthropist now author i am still work in progress founder mara,ashish j thakkar,ashishjthakkar,refugee school dropout entrepreneur astronaut philanthropist now author i am still work in progress founder mara ashish j thakkar ashishjthakkar
3405310937,rαвeeα rαмαdαɴ,rrabeea78,"القاهرة, مصر","22 years old, Faculty of Arts Sociology #Cairo_University, 3rd year AlAhly RealMadrid Graphic Designer

 https://t.co/GrutqmlrF6",600,1290,0,2545,0,13512,0,0,0,3405310937,1,bot,0.46553059643687067,0.1884111596240657,22.484193011647253,128,9,2,0.2222222222222222,14,2,0,2.7788744720027396,3.1109262422664203,3.4058583993176366,22 years old faculty of arts sociology cairo university 3rd year alahly realmadrid graphic designer,r ee r d,rrabeea78,22 years old faculty of arts sociology cairo university 3rd year alahly realmadrid graphic designer r ee r d rrabeea78
148759599,Pelacho,AndresPellacini,Guayaquil ,Hincha de River desde siempre. Director y productor Ejecutivo. Contenidos audiovisuales y Marketing,139991,81,159,133,0,18736,0,0,0,148759599,0,human,1707.219512195122,0.0071516251267545496,0.1338433624778559,99,15,0,0.0,7,1,0,5.146103218141621,1.9138138523837167,2.1271047983648077,hincha de river desde siempre director y productor ejecutivo contenidos audiovisuales y marketing,pelacho,andrespellacini,hincha de river desde siempre director y productor ejecutivo contenidos audiovisuales y marketing pelacho andrespellacini
2430914192,wayne martin ★*¨`*•♫,AnalogueChurch,Queensland Australia XD,"Taking It To The Top...500000Watts of Pure Martin and Turbo,Cerwin Vega Soundwalls.,. (https://t.co/qX2dSptJHQ)",40341,39979,48,4682,0,18357,0,1,0,2430914192,0,human,1.0090545272636318,0.25509314740167777,0.45505924346834564,111,14,0,0.0,20,3,0,4.6057574250476145,4.601842789782098,3.6705241577820797,taking it to the top 500000watts of pure martin and turbo cerwin vega soundwalls,wayne martin,analoguechurch,taking it to the top 500000watts of pure martin and turbo cerwin vega soundwalls wayne martin analoguechurch
2478183882,İnternet Haberleri,ihajans,Türkiye,Son Dakika İnternet Haberleri,15940,183,10,0,0,85433,0,0,0,2478183882,0,human,86.63586956521739,1.1704941826439122e-05,5.35938774229973,29,7,0,0.0,18,2,0,4.202515561781529,2.2648178230095364,0.0,son dakika i nternet haberleri,i nternet haberleri,ihajans,son dakika i nternet haberleri i nternet haberleri ihajans
495433160,ㄊ,_dauzuki,,"Travel well, work less 🇲🇾",2752,660,12,325,0,126569,0,0,0,495433160,0,human,4.164901664145234,0.0025756498380342893,45.97529967308391,25,8,0,0.0,1,1,0,3.4398062113933303,2.82020145948564,2.513217600067939,travel well work less,,dauzuki,travel well work less  dauzuki
248226004,Ben Torres,BenTorresMusic,"Orlando, FL",Lover of everyone,928,885,19,9845,0,3324,0,0,0,248226004,0,human,1.0485327313769752,2.961203007518797,3.5791173304628634,17,14,0,0.0,10,2,0,2.968015713993642,2.9474337218870508,3.993259831436737,lover of everyone,ben torres,bentorresmusic,lover of everyone ben torres bentorresmusic
464353156,Biα ♐️,Biia_Amaraal1,Artur Nogueira,👻 bia.amarall/ ♐️,912,439,0,1594,0,30501,0,0,0,464353156,0,human,2.075,0.05229165300636024,33.40854326396495,17,13,1,0.07692307692307693,6,2,0,2.960470777534299,2.6434526764861874,3.2027606873931997,bia amarall,bi,biia amaraal1,bia amarall bi biia amaraal1
85270883,AlsumariaTV-السومرية,alsumariatv,Baghdad - Iraq,"قناة السومرية منبر لصوت كل مواطن عراقي كما يقول شعارها  - نبث الحياة -  
تواصلوا معنا دائما @Alsumariatv وحملوا تطبيق السومرية http://t.co/iJJuCyEbzA",2855461,562,525,131,1,58850,0,0,0,85270883,1,bot,5071.868561278863,0.002242952541163277,0.0206099748482032,150,11,0,0.0,20,1,0,6.455676385022548,2.7505083948513462,2.12057393120585,alsumariatv,alsumariatv,alsumariatv,alsumariatv alsumariatv alsumariatv
403357870,Nihat Doğan,NihatDoganVevo,,"Memleketin koyununa aşık Veliler içinde deli, deliler içinde Veli. Biz bir aynayız kim bize Nasıl bakarsa bizde kendisini öyle görür. G.S kongre üyesi",487293,718,752,36628,1,27572,0,0,0,403357870,0,human,677.7385257301808,1.3284372393283284,0.05658391032928786,150,14,0,0.0,11,2,0,5.687791063991733,2.8567288903828825,4.5638250622514915,memleketin koyununa a k veliler i inde deli deliler i inde veli biz bir aynay z kim bize nas l bakarsa bizde kendisini yle g r r g s kongre yesi,nihat do an,nihatdoganvevo,memleketin koyununa a k veliler i inde deli deliler i inde veli biz bir aynay z kim bize nas l bakarsa bizde kendisini yle g r r g s kongre yesi nihat do an nihatdoganvevo
624517612,Incredible!ndia,incredibleindia,,Find the incredible you #IncredibleIndia,2150423,84,936,3606,1,10368,0,0,0,624517612,0,human,25299.105882352942,0.3478638248625711,0.004821839786014293,40,15,0,0.0,15,1,0,6.3325240983833115,1.9294189257142929,3.5571461423183632,find the incredible you incredibleindia,incredible ndia,incredibleindia,find the incredible you incredibleindia incredible ndia incredibleindia
120538744,AlexTheProducer,Alextheproducer,United States,"Bilingual Director, #freelance producer for #insideedition #designingspaces #insidetheblueprint #militarymakeover",102889,102909,1070,22810,0,35767,0,0,0,120538744,0,human,0.9998056554270722,0.6377488257660479,0.3476333948877442,113,15,0,0.0,15,1,1,5.012373167222489,5.012457578200774,4.358144324512175,bilingual director freelance producer for insideedition designingspaces insidetheblueprint militarymakeover,alextheproducer,alextheproducer,bilingual director freelance producer for insideedition designingspaces insidetheblueprint militarymakeover alextheproducer alextheproducer
262968243,Diamond Lou ®,DiamondLou69,Some Top Tweets in Link Below,"One in ten people live next to a pedophile, not me, I just live next to two hot nine year olds.  https://t.co/1KPzxS9VOH",168036,130604,331,78533,0,77428,0,0,0,262968243,1,bot,1.2866046476015467,1.0142711387206345,0.46078542225819313,120,12,2,0.16666666666666666,13,3,0,5.2254049193841885,5.1159598035151905,4.8950577180901265,one in ten people live next to a pedophile not me i just live next to two hot nine year olds,diamond lou,diamondlou69,one in ten people live next to a pedophile not me i just live next to two hot nine year olds diamond lou diamondlou69
884092539418152960,تابعني اتابعك,8S88S,المملكة العربية السعودية,,915,1015,0,92,0,6702,0,1,0,884092539418152960,0,human,0.9015748031496063,0.013874384603908697,7.317685589519651,0,5,3,0.6,13,2,0,2.9618954736678504,3.0068937079479006,1.968482948553935,,,8s88s,8s88s
471838819,鬼道有人@鬼いちゃん,kido_nr,雷門,鬼道有人の非公式なりきりだ。鬼いちゃんの愛称に因んで弟妹が多いぞ。詳しくは説明書を作成したのでそちらを読んでからフォローを頼む。ポケットから手を出すつもりはない。ヘッダーは卯つきから。感謝する,886,842,16,3033,0,78237,0,0,0,471838819,1,bot,1.0521945432977462,0.03877910989544722,88.20518602029313,96,7,0,0.0,10,1,0,2.9479236198317262,2.9258275746247424,3.4820155764507117,,,kido nr,kido nr
287139302,🍀やよ🍀キチ🍀,warwaywao,スターライト学園(社畜),こじらせ老害新入り駆け出しアイマスおたく,814,1678,50,25432,0,194922,0,0,0,287139302,1,bot,0.4854079809410363,0.1304771627770966,239.16932515337425,20,9,0,0.0,7,1,0,2.9111576087399764,3.225050696138049,4.405397591264997,,,warwaywao,warwaywao
233968474,ตึ่งๆโป๊ะ,amxhp,IG:amxhp,m,1032,479,17,17770,0,333379,0,0,0,233968474,0,human,2.152083333333333,0.05330553722478853,322.729912875121,1,5,0,0.0,9,1,0,3.0141003215196207,2.681241237375587,4.249711866874659,m,,amxhp,m  amxhp
194490327,ペンたろう,pentarodayo,ちのはて,幸福実現党：日本の未来を本気で考える★プロジェクト、若者代表ぺんたろうです。こうていペンギンです。『政治のしくみ 超・入門』でモデルとしても活躍してます。　この国を守り抜くなうbotさんもうごいてます。たまに中に人がいます。季節的に体毛がもふもふなう。,1087,1308,20,6,0,42011,0,0,0,194490327,1,bot,0.8311688311688312,0.00016661906122060363,38.6139705882353,126,11,0,0.0,5,1,0,3.036628895362161,3.116939646550756,0.8450980400142568,bot,,pentarodayo,bot  pentarodayo
1548750122,Miley Cyrus Fans♥,piketebow,Kiss Kiss ♥ ,Love More Miley Cyrus,854,702,53,0,0,2766520,0,0,0,1548750122,1,bot,1.2162162162162162,3.61464814472762e-07,3235.6970760233917,21,9,0,0.0,17,3,0,2.931966114728173,2.846955325019824,0.0,love more miley cyrus,miley cyrus fans,piketebow,love more miley cyrus miley cyrus fans piketebow
105305231,Luis Daniel,AlmeidaDice,,,1089,914,12,2236,0,9562,0,0,0,105305231,0,human,1.1912568306010929,0.23392240928578897,8.773394495412845,0,11,0,0.0,11,2,0,3.037426497940624,2.9614210940664485,3.34966598409663,,luis daniel,almeidadice,luis daniel almeidadice
11436952,🇧🇷 Izzy Nobre,izzynobre,Canada (Nascido em Fortaleza),https://t.co/JOsROqCu9V | https://t.co/k1HagLeF0O | izzynobre arroba https://t.co/N8GNSmAmm4,131552,218,1468,2879,1,695557,0,0,0,11436952,1,bot,600.6986301369863,0.004140560528381529,5.287283452296793,92,9,0,0.0,13,3,0,5.11910075640188,2.3404441148401185,3.459392487759231,izzynobre arroba,izzy nobre,izzynobre,izzynobre arroba izzy nobre izzynobre
38427754,Gshow,gshow,,"""As histórias das histórias que a gente conta"".
Fique por dentro de todas as novidades do portal Gshow! Tem novelas, reality shows, programas e muito mais!",1617862,685,1632,6886,1,118398,0,0,0,38427754,1,bot,2358.4008746355685,0.05816772101115719,0.0731823399138246,155,5,0,0.0,5,1,1,6.20894174294801,2.8363241157067516,3.8380300829853202,as hist rias das hist rias que a gente conta fique por dentro de todas as novidades do portal gshow tem novelas reality shows programas e muito mais,gshow,gshow,as hist rias das hist rias que a gente conta fique por dentro de todas as novidades do portal gshow tem novelas reality shows programas e muito mais gshow gshow
223831644,Keh Ke Peheno,coolfunnytshirt,coolandfunnytshirts@gmail.com,You came. You saw. You followed. You unfollowed. I never existed.,164954,639,1112,30823,0,260239,0,0,0,223831644,0,human,257.7421875,0.11844451275745466,1.5776423873177534,65,15,0,0.0,13,3,0,5.217365484109911,2.806179973983887,4.4888889960049445,you came you saw you followed you unfollowed i never existed,keh ke peheno,coolfunnytshirt,you came you saw you followed you unfollowed i never existed keh ke peheno coolfunnytshirt
479914394,hemali,BieberTwizzlers,toronto,the little things mean the most,91090,5991,406,86059,0,85257,0,0,0,479914394,0,human,15.202102803738319,1.0094067418893242,0.9359651337673316,31,15,0,0.0,6,1,0,4.959475469800412,3.77757180469141,4.934801341746537,the little things mean the most,hemali,biebertwizzlers,the little things mean the most hemali biebertwizzlers
16981026,Le Journal du Geek,JournalDuGeek,Paris,"Le Journal du Geek est le magazine de référence sur la high-tech, entertainment, jeux video et la culture geek !",1034842,794,6315,3868,1,119915,0,0,0,16981026,1,bot,1301.6893081761007,0.03226425164281664,0.11587844726204845,112,13,0,0.0,18,4,0,6.014874466309223,2.9003671286564705,3.587598729721245,le journal du geek est le magazine de r f rence sur la high tech entertainment jeux video et la culture geek,le journal du geek,journaldugeek,le journal du geek est le magazine de r f rence sur la high tech entertainment jeux video et la culture geek le journal du geek journaldugeek
3989896755,LucyBradshawJeweller,LucyBradshaw555,"West Sussex, England",Unique handmade sterling silver jewellery with a twist of colour Winner of @theopaphitis #SBS @Jacqueline_Gold #WOW seen in #Vogue #Tatler #FemaleEntrepreneur,1718,1552,119,3122,0,6214,0,1,0,3989896755,1,bot,1.1068898905344495,0.5024939662107804,3.6154741128563117,158,15,3,0.2,20,1,0,3.2352758766870524,3.1911714557285586,3.4945719842301988,unique handmade sterling silver jewellery with a twist of colour winner of theopaphitis sbs jacqueline gold wow seen in vogue tatler femaleentrepreneur,lucybradshawjeweller,lucybradshaw555,unique handmade sterling silver jewellery with a twist of colour winner of theopaphitis sbs jacqueline gold wow seen in vogue tatler femaleentrepreneur lucybradshawjeweller lucybradshaw555
739293,Dr. Alec Couros,courosa,"University of Regina, Canada.","Professor of #edtech & #media, #education researcher, #consultant, #connected educator, keynote #speaker #open scholar, and father of 4 amazing children!",128848,69934,4385,27504,1,121084,0,0,0,739293,0,human,1.8424108100378924,0.2271544782590742,0.9397434205930973,153,7,0,0.0,15,3,0,5.110081052330717,4.844694579216687,4.439411649285785,professor of edtech media education researcher consultant connected educator keynote speaker open scholar and father of 4 amazing children,dr alec couros,courosa,professor of edtech media education researcher consultant connected educator keynote speaker open scholar and father of 4 amazing children dr alec couros courosa
